Stop_ID,Department,Assignment,Lat,Lon,Discretion,Race,DateTime
4182,Aspen PD,General,42.6815,-84.6792,High,White,11/2/2023 22:15
162,Aspen PD,Crime Reduction,42.6866,-84.5857,High,Black,3/6/2023 23:49
358,Aspen PD,Crime Reduction,42.478,-84.1901,High,White,6/29/2023 20:46
4690,Aspen PD,General,42.6654,-84.6302,High,Black,11/29/2023 3:00
3533,Aspen PD,General,42.7978,-84.3511,High,White,9/7/2023 0:37
2056,Aspen PD,General,42.5666,-84.8289,High,White,5/11/2023 23:01
3596,Aspen PD,General,42.6392,-84.5132,High,Black,9/10/2023 6:46
161,Aspen PD,Crime Reduction,42.7001,-84.5668,High,Black,3/7/2023 23:02
1167,Aspen PD,General,42.7838,-84.543,High,White,2/5/2023 4:19
4555,Aspen PD,General,42.5528,-84.7788,High,White,11/23/2023 11:51
104,Aspen PD,Crime Reduction,42.6678,-84.351,Low,White,2/12/2023 21:06
2507,Aspen PD,General,42.4587,-84.4442,High,Black,6/21/2023 3:10
2071,Aspen PD,General,42.6813,-84.4317,High,White,5/14/2023 17:21
1638,Aspen PD,General,42.6821,-84.4324,High,Black,3/30/2023 18:33
4531,Aspen PD,General,42.5664,-84.8288,High,White,11/23/2023 8:21
324,Aspen PD,Crime Reduction,42.6729,-84.5957,High,Black,6/8/2023 22:19
5487,Aspen PD,Training,42.7278,-84.4565,High,Black,3/3/2023 22:31
4308,Aspen PD,General,42.7777,-84.6336,High,Black,11/12/2023 16:01
4671,Aspen PD,General,42.5728,-84.8203,High,White,11/28/2023 7:14
3479,Aspen PD,General,42.783,-84.4072,High,Black,9/4/2023 7:04
4867,Aspen PD,General,42.707,-84.6701,High,White,12/13/2023 0:48
3100,Aspen PD,General,42.5901,-84.4568,High,White,8/7/2023 2:08
4267,Aspen PD,General,42.5705,-84.6222,High,White,11/11/2023 23:27
1111,Aspen PD,General,42.627,-84.1959,High,White,1/28/2023 15:50
3568,Aspen PD,General,42.5572,-84.3712,High,White,9/6/2023 21:29
553,Aspen PD,Crime Reduction,42.6764,-84.3958,High,Hispanic,8/11/2023 22:42
3359,Aspen PD,General,43.0012,-84.4359,High,White,8/28/2023 11:02
285,Aspen PD,Crime Reduction,42.6699,-84.3596,High,White,5/27/2023 14:15
1687,Aspen PD,General,42.9274,-84.5423,High,White,4/2/2023 13:13
2977,Aspen PD,General,42.6757,-84.6625,High,White,7/27/2023 14:47
4647,Aspen PD,General,42.8034,-84.4718,Low,Black,11/27/2023 21:54
1802,Aspen PD,General,42.7817,-84.5408,High,White,4/14/2023 0:18
5029,Aspen PD,General,42.6863,-84.6039,High,Black,12/27/2023 23:49
3738,Aspen PD,General,42.7421,-84.7391,High,White,9/20/2023 15:23
102,Aspen PD,Crime Reduction,42.729,-84.6688,Low,Hispanic,2/15/2023 19:24
387,Aspen PD,Crime Reduction,42.6961,-84.3238,High,White,6/30/2023 8:49
5610,Aspen PD,Training,42.6587,-84.1964,High,Unknown,3/26/2023 20:07
4035,Aspen PD,General,42.6771,-84.4054,Low,White,10/20/2023 1:20
1159,Aspen PD,General,42.9255,-84.3657,High,White,2/6/2023 11:44
5439,Aspen PD,Training,42.5543,-84.8182,High,Black,2/17/2023 14:37
4685,Aspen PD,General,42.6226,-84.7471,Low,White,11/28/2023 21:38
3384,Aspen PD,General,42.683,-84.5275,High,Unknown,9/3/2023 0:49
2191,Aspen PD,General,42.809,-84.7728,Low,White,5/22/2023 19:55
5560,Aspen PD,Training,42.5785,-84.6214,High,White,3/11/2023 15:47
3210,Aspen PD,General,42.6773,-84.4049,High,Black,8/17/2023 1:50
1494,Aspen PD,General,42.7565,-84.8958,High,White,3/18/2023 8:05
4635,Aspen PD,General,42.7847,-84.416,Low,White,11/25/2023 18:52
3759,Aspen PD,General,42.6038,-84.7733,High,Black,9/23/2023 8:45
2569,Aspen PD,General,42.6621,-84.5716,Low,White,6/25/2023 6:52
1646,Aspen PD,General,42.6784,-84.4291,High,White,3/30/2023 22:40
5010,Aspen PD,General,42.5791,-84.8469,High,White,12/25/2023 0:28
4572,Aspen PD,General,42.6525,-84.6615,High,Unknown,11/25/2023 1:58
3374,Aspen PD,General,42.7825,-84.3867,High,Black,8/30/2023 0:13
5151,Aspen PD,Other,42.6258,-84.7457,High,White,12/8/2023 23:45
3160,Aspen PD,General,42.6465,-84.5232,High,Black,8/11/2023 3:35
1184,Aspen PD,General,42.566,-84.1917,High,White,2/8/2023 19:49
4295,Aspen PD,General,42.6237,-84.6233,High,White,11/13/2023 18:58
910,Aspen PD,General,42.5819,-84.7602,High,Hispanic,1/3/2023 9:07
5624,Aspen PD,Training,42.5877,-84.462,High,White,3/29/2023 18:39
41,Aspen PD,Crime Reduction,42.5528,-84.4438,High,Black,2/1/2023 14:57
2799,Aspen PD,General,42.7609,-84.5424,Low,Black,7/9/2023 1:58
1522,Aspen PD,General,42.6783,-84.4418,High,Black,3/21/2023 2:26
4132,Aspen PD,General,42.7741,-84.6068,High,Unknown,10/29/2023 22:02
1725,Aspen PD,General,42.7275,-84.4553,High,Black,4/9/2023 23:09
5441,Aspen PD,Training,42.6401,-84.7388,High,White,2/19/2023 17:17
23,Aspen PD,Crime Reduction,42.7091,-84.6132,High,White,1/27/2023 10:05
4305,Aspen PD,General,42.9172,-84.5431,Low,White,11/14/2023 13:35
1657,Aspen PD,General,43.0102,-84.5188,High,White,4/2/2023 2:00
905,Aspen PD,General,42.6826,-84.5176,High,Black,1/3/2023 1:05
5617,Aspen PD,Training,42.7988,-84.7293,Low,White,3/28/2023 6:35
5104,Aspen PD,General,42.59,-84.6226,High,White,1/2/2023 21:02
3790,Aspen PD,General,42.7755,-84.4073,High,White,9/29/2023 6:46
5187,Aspen PD,Special Focus,42.5637,-84.8377,Low,White,3/11/2023 14:25
2085,Aspen PD,General,42.7986,-84.7186,High,White,5/11/2023 9:07
5543,Aspen PD,Training,42.5535,-84.8109,High,White,3/9/2023 23:35
1073,Aspen PD,General,42.6776,-84.41,Low,White,1/26/2023 23:40
3406,Aspen PD,General,42.5744,-84.6224,High,Hispanic,9/2/2023 11:58
5048,Aspen PD,General,42.6043,-84.4805,High,White,12/28/2023 18:09
3193,Aspen PD,General,42.7405,-84.601,High,White,8/15/2023 22:28
5880,Aspen PD,Training,42.5716,-84.602,Low,Unknown,7/17/2023 16:47
5551,Aspen PD,Training,42.6656,-84.2579,High,White,3/11/2023 0:47
2718,Aspen PD,General,42.6959,-84.5025,Low,White,7/6/2023 0:54
5360,Aspen PD,Special Focus,42.6347,-84.6229,High,White,11/22/2023 4:26
4624,Aspen PD,General,42.7408,-84.7287,High,White,11/24/2023 13:12
4597,Aspen PD,General,42.7951,-84.6477,High,White,11/26/2023 19:01
1412,Aspen PD,General,42.6006,-84.7777,High,White,3/5/2023 21:34
5407,Aspen PD,Training,42.6654,-84.5429,High,White,1/13/2023 9:20
4361,Aspen PD,General,42.7839,-84.6718,High,White,11/16/2023 2:03
2249,Aspen PD,General,42.8083,-84.7699,Low,Hispanic,5/28/2023 15:29
5471,Aspen PD,Training,42.8141,-84.79,High,White,2/28/2023 15:40
5352,Aspen PD,Special Focus,42.6832,-84.5148,High,Black,11/9/2023 16:08
2953,Aspen PD,General,42.625,-84.7681,High,White,7/23/2023 18:33
5783,Aspen PD,Training,42.7757,-84.6695,High,Hispanic,5/18/2023 22:34
5684,Aspen PD,Training,42.8036,-84.7542,High,Black,4/13/2023 19:36
3836,Aspen PD,General,43.0066,-84.3723,Low,Black,10/2/2023 18:52
1772,Aspen PD,General,42.6883,-84.5234,High,White,4/12/2023 18:57
3687,Aspen PD,General,42.7122,-84.8063,High,Black,9/17/2023 11:37
5844,Aspen PD,Training,42.6711,-84.2084,High,White,6/18/2023 3:20
5323,Aspen PD,Special Focus,42.5509,-84.6263,High,White,9/2/2023 17:25
3473,Aspen PD,General,42.5743,-84.8214,High,Black,9/3/2023 18:35
2102,Aspen PD,General,42.6055,-84.471,High,Black,5/14/2023 20:29
2553,Aspen PD,General,42.5902,-84.4571,High,Black,6/23/2023 3:50
1080,Aspen PD,General,42.776,-84.5423,High,Black,1/28/2023 0:39
696,Aspen PD,Crime Reduction,42.756,-84.8042,High,White,9/7/2023 21:13
1897,Aspen PD,General,42.7077,-84.6694,Low,White,4/24/2023 19:56
5185,Aspen PD,Special Focus,42.6775,-84.4214,Low,White,3/5/2023 20:38
421,Aspen PD,Crime Reduction,42.6354,-84.5237,High,White,7/6/2023 1:35
1280,Aspen PD,General,42.676,-84.4014,High,White,2/21/2023 1:47
5806,Aspen PD,Training,42.6411,-84.5099,High,White,5/29/2023 18:37
1616,Aspen PD,General,42.5835,-84.8071,High,White,3/30/2023 20:12
5504,Aspen PD,Training,42.7815,-84.6678,High,White,3/3/2023 22:41
3112,Aspen PD,General,42.6716,-84.6596,High,White,8/11/2023 11:02
5979,Aspen PD,Training,42.7664,-84.6684,High,White,12/10/2023 20:51
482,Aspen PD,Crime Reduction,42.6881,-84.5477,High,Unknown,7/19/2023 2:30
5938,Aspen PD,Training,42.5622,-84.837,High,White,9/21/2023 11:10
1113,Aspen PD,General,42.8181,-84.8056,High,Black,1/30/2023 4:24
1789,Aspen PD,General,42.6816,-84.4326,High,White,4/12/2023 21:14
1715,Aspen PD,General,42.7405,-84.6142,High,Black,4/5/2023 22:49
1516,Aspen PD,General,42.7813,-84.399,High,Black,3/18/2023 23:55
3088,Aspen PD,General,42.6542,-84.5337,High,Black,8/7/2023 4:30
448,Aspen PD,Crime Reduction,42.6779,-84.4219,High,White,7/8/2023 22:46
1433,Aspen PD,General,42.8017,-84.7451,High,White,3/9/2023 20:03
4323,Aspen PD,General,42.7705,-84.5432,High,Black,11/15/2023 19:29
4173,Aspen PD,General,42.568,-84.8279,High,White,11/3/2023 19:09
4331,Aspen PD,General,42.7759,-84.5423,High,White,11/14/2023 21:29
4790,Aspen PD,General,42.6819,-84.6616,High,White,12/5/2023 23:13
4150,Aspen PD,General,42.7552,-84.3485,High,White,10/30/2023 6:18
2924,Aspen PD,General,42.7762,-84.5428,High,Black,7/20/2023 21:24
1695,Aspen PD,General,42.7412,-84.6399,High,White,4/4/2023 4:09
3804,Aspen PD,General,42.7288,-84.6029,High,White,9/30/2023 1:22
5416,Aspen PD,Training,42.6406,-84.4749,High,White,1/19/2023 8:18
1945,Aspen PD,General,42.7242,-84.6616,High,White,5/1/2023 13:09
3617,Aspen PD,General,42.5714,-84.6209,Low,White,9/9/2023 20:04
1991,Aspen PD,General,42.5702,-84.4068,High,White,5/3/2023 20:18
1855,Aspen PD,General,42.7663,-84.5908,High,Black,4/20/2023 22:39
3423,Aspen PD,General,42.7823,-84.3895,High,Black,9/1/2023 18:47
5300,Aspen PD,Special Focus,42.7563,-84.5439,Low,Unknown,7/13/2023 21:08
1163,Aspen PD,General,42.6414,-84.5048,High,Hispanic,2/4/2023 3:30
333,Aspen PD,Crime Reduction,42.6895,-84.5673,High,Black,6/11/2023 21:21
25,Aspen PD,Crime Reduction,42.6268,-84.6226,High,White,1/24/2023 10:46
693,Aspen PD,Crime Reduction,42.6678,-84.5437,High,Black,9/3/2023 20:48
3455,Aspen PD,General,42.7432,-84.5391,Low,White,9/2/2023 1:45
4410,Aspen PD,General,42.7399,-84.662,High,Black,11/20/2023 2:53
3772,Aspen PD,General,43.0019,-84.8011,High,White,9/27/2023 15:24
2483,Aspen PD,General,42.6761,-84.4011,High,Black,6/15/2023 3:58
3226,Aspen PD,General,42.7727,-84.5544,High,White,8/21/2023 2:57
1309,Aspen PD,General,42.6253,-84.7398,High,White,2/24/2023 12:05
5405,Aspen PD,Training,42.6424,-84.4972,High,White,1/13/2023 10:16
772,Aspen PD,Crime Reduction,42.6742,-84.5765,Low,Black,11/29/2023 22:15
5654,Aspen PD,Training,42.8072,-84.6026,High,White,4/3/2023 3:48
3599,Aspen PD,General,42.8016,-84.7582,High,Hispanic,9/12/2023 22:32
2080,Aspen PD,General,43.0008,-84.4207,High,White,5/11/2023 11:49
3338,Aspen PD,General,42.7434,-84.5462,High,Hispanic,8/30/2023 1:17
4603,Aspen PD,General,42.5985,-84.6223,High,White,11/23/2023 8:25
2196,Aspen PD,General,42.7988,-84.7178,Low,White,5/24/2023 20:39
210,Aspen PD,Crime Reduction,42.7155,-84.5387,Low,White,4/12/2023 17:34
5184,Aspen PD,Special Focus,42.6656,-84.2799,High,White,2/27/2023 19:58
1435,Aspen PD,General,42.4501,-84.1797,High,White,3/7/2023 21:18
4250,Aspen PD,General,42.7802,-84.543,High,White,11/7/2023 20:50
4961,Aspen PD,General,42.7804,-84.548,High,White,12/20/2023 19:28
4776,Aspen PD,General,42.729,-84.6024,High,White,12/4/2023 21:13
5086,Aspen PD,General,42.5326,-84.7192,Low,White,12/29/2023 14:43
4537,Aspen PD,General,42.586,-84.8113,High,White,11/23/2023 9:11
4760,Aspen PD,General,42.7089,-84.6026,High,White,12/7/2023 22:32
2994,Aspen PD,General,42.6665,-84.6822,Low,Unknown,8/2/2023 15:42
3132,Aspen PD,General,42.539,-84.1912,High,White,8/8/2023 6:31
1331,Aspen PD,General,42.7488,-84.6681,Low,Black,2/27/2023 2:52
927,Aspen PD,General,42.6765,-84.3979,High,White,1/7/2023 23:24
821,Aspen PD,Crime Reduction,42.557,-84.6216,High,White,12/7/2023 10:50
1837,Aspen PD,General,42.7699,-84.5462,High,Black,4/18/2023 23:29
1525,Aspen PD,General,42.6768,-84.4065,Low,Black,3/21/2023 3:59
2812,Aspen PD,General,42.6419,-84.5166,High,Black,7/9/2023 0:15
2576,Aspen PD,General,42.6758,-84.3931,High,Black,6/25/2023 23:46
4807,Aspen PD,General,42.714,-84.6719,High,White,12/7/2023 16:04
4656,Aspen PD,General,42.6903,-84.4624,High,White,11/25/2023 23:26
4863,Aspen PD,General,42.7724,-84.5552,High,White,12/11/2023 22:09
5840,Aspen PD,Training,42.7376,-84.4823,High,White,6/13/2023 0:36
4298,Aspen PD,General,42.7629,-84.6677,High,Black,11/13/2023 19:40
31,Aspen PD,Crime Reduction,42.7255,-84.5581,High,White,1/27/2023 19:12
4326,Aspen PD,General,42.6267,-84.622,High,Hispanic,11/14/2023 20:18
406,Aspen PD,Crime Reduction,42.6775,-84.4168,Low,Black,7/3/2023 18:08
2969,Aspen PD,General,42.7207,-84.6685,High,White,7/30/2023 1:56
1893,Aspen PD,General,42.6638,-84.5819,High,White,4/26/2023 18:17
5889,Aspen PD,Training,42.7401,-84.6223,High,Black,7/23/2023 12:16
1517,Aspen PD,General,42.6786,-84.4298,High,White,3/18/2023 0:10
5764,Aspen PD,Training,43.0013,-84.4238,High,Hispanic,4/27/2023 0:12
5943,Aspen PD,Training,42.5678,-84.8668,High,White,9/25/2023 16:54
2985,Aspen PD,General,42.5382,-84.8293,High,White,7/28/2023 15:29
3271,Aspen PD,General,42.6608,-84.1969,High,White,8/23/2023 13:12
2559,Aspen PD,General,42.683,-84.4717,High,White,6/23/2023 4:57
5066,Aspen PD,General,42.6733,-84.4986,Low,Black,1/1/2023 21:54
2731,Aspen PD,General,42.6293,-84.7263,High,White,7/2/2023 5:22
2612,Aspen PD,General,42.6765,-84.4087,Low,White,7/1/2023 22:31
5110,Aspen PD,General,42.6716,-84.6595,High,Unknown,12/30/2023 21:31
1090,Aspen PD,General,42.6516,-84.5276,High,Black,1/26/2023 20:20
5443,Aspen PD,Training,42.6827,-84.4322,High,White,2/16/2023 20:24
3662,Aspen PD,General,42.4509,-84.4334,High,White,9/16/2023 22:43
341,Aspen PD,Crime Reduction,42.6861,-84.5621,High,Black,6/29/2023 22:19
2296,Aspen PD,General,42.7751,-84.5135,Low,White,5/31/2023 20:26
5539,Aspen PD,Training,42.6838,-84.5383,High,Black,3/12/2023 3:13
700,Aspen PD,Crime Reduction,42.6878,-84.5639,High,Black,9/7/2023 22:08
3101,Aspen PD,General,42.6628,-84.5279,Low,Black,8/8/2023 3:14
5125,Aspen PD,Other,42.7323,-84.546,High,Black,8/9/2023 20:11
3577,Aspen PD,General,42.7127,-84.4626,High,White,9/10/2023 16:02
5378,Aspen PD,Special Focus,42.9294,-84.7745,High,White,12/17/2023 17:32
4755,Aspen PD,General,42.6768,-84.4109,High,Black,12/4/2023 15:28
4170,Aspen PD,General,42.6154,-84.7499,High,White,10/31/2023 19:02
1717,Aspen PD,General,42.7845,-84.3826,High,Black,4/6/2023 23:48
3877,Aspen PD,General,42.734,-84.6077,High,Hispanic,10/4/2023 3:35
36,Aspen PD,Crime Reduction,42.6662,-84.2456,High,Black,1/29/2023 7:21
4529,Aspen PD,General,42.5867,-84.8097,High,White,11/23/2023 20:04
5898,Aspen PD,Training,42.7307,-84.4657,High,White,7/31/2023 21:54
5786,Aspen PD,Training,42.8179,-84.5478,High,White,5/16/2023 7:40
2743,Aspen PD,General,42.6621,-84.5715,Low,White,7/6/2023 21:13
2715,Aspen PD,General,42.6663,-84.3184,High,Black,7/4/2023 11:49
4178,Aspen PD,General,42.6367,-84.7166,High,Black,10/31/2023 20:40
5713,Aspen PD,Training,42.4999,-84.6572,High,White,4/18/2023 12:18
4067,Aspen PD,General,42.7999,-84.736,Low,Hispanic,10/25/2023 2:00
4882,Aspen PD,General,42.7409,-84.6034,High,White,12/14/2023 3:01
1623,Aspen PD,General,42.8055,-84.7619,Low,White,3/31/2023 10:42
2708,Aspen PD,General,42.6761,-84.401,Low,White,7/6/2023 22:49
3699,Aspen PD,General,42.5588,-84.621,High,White,9/19/2023 6:50
1221,Aspen PD,General,42.5836,-84.4528,High,White,2/10/2023 21:27
75,Aspen PD,Crime Reduction,42.6621,-84.5915,High,White,2/3/2023 15:48
4491,Aspen PD,General,42.5002,-84.6563,High,White,11/22/2023 21:55
2030,Aspen PD,General,42.7348,-84.5104,High,White,5/9/2023 0:54
4975,Aspen PD,General,42.6779,-84.4159,High,White,12/22/2023 1:14
5544,Aspen PD,Training,42.6251,-84.7396,High,White,3/12/2023 12:23
4007,Aspen PD,General,42.6187,-84.7465,High,White,10/19/2023 4:42
1399,Aspen PD,General,42.524,-84.8243,High,White,3/8/2023 22:42
377,Aspen PD,Crime Reduction,42.6758,-84.4028,High,White,7/1/2023 16:35
1932,Aspen PD,General,42.6773,-84.4174,Low,White,4/27/2023 9:38
1097,Aspen PD,General,42.66899383,-84.53764412,High,Black,1/28/2023 2:50
1041,Aspen PD,General,42.6412,-84.5171,High,White,1/23/2023 4:31
1403,Aspen PD,General,42.6787,-84.5233,High,White,3/7/2023 0:37
762,Aspen PD,Crime Reduction,42.6691,-84.5421,High,Black,11/21/2023 20:57
2595,Aspen PD,General,42.4515,-84.4393,High,White,6/28/2023 22:14
1497,Aspen PD,General,42.6343,-84.7201,High,White,3/16/2023 23:54
564,Aspen PD,Crime Reduction,42.6765,-84.3994,High,Black,8/11/2023 23:22
3901,Aspen PD,General,42.553,-84.7882,High,White,10/7/2023 4:13
638,Aspen PD,Crime Reduction,42.6829,-84.5234,High,White,8/25/2023 19:44
2148,Aspen PD,General,42.5907,-84.4566,High,Black,5/20/2023 22:42
3313,Aspen PD,General,42.5848,-84.6222,Low,White,8/27/2023 19:36
2066,Aspen PD,General,42.6736,-84.379,Low,White,5/13/2023 1:05
2900,Aspen PD,General,42.4441,-84.5631,High,White,7/17/2023 20:41
4493,Aspen PD,General,42.7261,-84.6435,High,Black,11/26/2023 11:13
1005,Aspen PD,General,42.6546,-84.5351,High,White,1/17/2023 2:06
1710,Aspen PD,General,42.7984,-84.7397,Low,White,4/6/2023 4:39
4771,Aspen PD,General,42.7123,-84.6025,High,Black,12/7/2023 20:10
3409,Aspen PD,General,42.6782,-84.4612,High,Black,9/3/2023 13:46
4030,Aspen PD,General,42.609,-84.4729,High,White,10/19/2023 20:51
70,Aspen PD,Crime Reduction,42.6897,-84.5671,High,Black,2/2/2023 19:22
2675,Aspen PD,General,42.5181,-84.8326,High,Black,7/3/2023 20:17
5591,Aspen PD,Training,42.6655,-84.6311,High,White,3/24/2023 7:38
4932,Aspen PD,General,42.4438,-84.561,High,White,12/13/2023 21:25
1051,Aspen PD,General,42.6762,-84.406,High,Hispanic,1/24/2023 1:17
4595,Aspen PD,General,42.7546,-84.6673,High,Black,11/23/2023 18:52
3562,Aspen PD,General,42.5705,-84.8473,High,Black,9/5/2023 3:16
1230,Aspen PD,General,42.8427,-84.5434,High,White,2/13/2023 14:16
622,Aspen PD,Crime Reduction,42.6701,-84.5409,High,Black,8/16/2023 1:25
711,Aspen PD,Crime Reduction,42.7282,-84.545,High,Black,9/21/2023 16:38
4020,Aspen PD,General,42.742,-84.5459,High,Black,10/20/2023 3:28
5255,Aspen PD,Special Focus,42.7057,-84.6023,Low,Black,6/8/2023 9:16
946,Aspen PD,General,42.5604,-84.8354,High,White,1/9/2023 14:00
2187,Aspen PD,General,42.6656,-84.2792,High,White,5/22/2023 6:26
4947,Aspen PD,General,42.6728,-84.3702,High,Black,12/19/2023 22:01
1801,Aspen PD,General,42.5283,-84.6425,High,White,4/14/2023 0:06
3010,Aspen PD,General,42.7441,-84.6615,High,White,8/4/2023 2:08
48,Aspen PD,Crime Reduction,42.6051,-84.4817,High,White,1/29/2023 12:05
1523,Aspen PD,General,42.6783,-84.4554,High,Black,3/22/2023 3:32
241,Aspen PD,Crime Reduction,42.7049,-84.5481,High,Black,5/14/2023 20:02
1303,Aspen PD,General,42.8429,-84.5191,High,White,2/24/2023 20:39
900,Aspen PD,General,42.8075,-84.7667,High,White,1/2/2023 8:25
5693,Aspen PD,Training,42.7471,-84.436,High,Black,4/18/2023 23:13
4307,Aspen PD,General,42.6731,-84.6032,High,Hispanic,11/10/2023 2:46
5913,Aspen PD,Training,42.6702,-84.4897,High,White,8/16/2023 18:18
4504,Aspen PD,General,42.6156,-84.7525,High,White,11/23/2023 15:59
4938,Aspen PD,General,42.8031,-84.4764,High,White,12/15/2023 13:25
2416,Aspen PD,General,42.8161,-84.5701,Low,White,6/12/2023 20:35
4142,Aspen PD,General,42.7409,-84.6114,High,Black,10/29/2023 2:11
5046,Aspen PD,General,42.5488,-84.6269,High,White,12/27/2023 5:05
2536,Aspen PD,General,42.681,-84.4325,High,White,6/21/2023 4:03
4012,Aspen PD,General,42.7806,-84.5423,High,White,10/18/2023 22:03
4040,Aspen PD,General,42.677,-84.4097,High,White,10/20/2023 19:12
4472,Aspen PD,General,42.7486,-84.5908,Low,White,11/21/2023 0:51
1431,Aspen PD,General,42.6772,-84.4049,Low,White,3/10/2023 23:20
5367,Aspen PD,Special Focus,42.5726,-84.8227,High,White,11/28/2023 21:59
5662,Aspen PD,Training,42.6188,-84.7392,High,White,4/7/2023 1:24
2577,Aspen PD,General,42.6589,-84.5412,High,White,6/28/2023 17:59
4792,Aspen PD,General,42.6145,-84.4953,High,White,12/5/2023 0:15
966,Aspen PD,General,42.6114,-84.7834,High,White,1/14/2023 1:57
1495,Aspen PD,General,42.7262,-84.7391,Low,White,3/17/2023 8:17
3482,Aspen PD,General,42.6688,-84.4815,High,White,9/2/2023 7:12
3490,Aspen PD,General,43.0003,-84.4599,High,White,9/3/2023 8:56
1931,Aspen PD,General,42.6748,-84.7395,High,White,4/25/2023 4:50
4724,Aspen PD,General,42.7261,-84.4501,High,Hispanic,11/30/2023 10:54
3858,Aspen PD,General,42.6492,-84.6947,High,Black,10/6/2023 4:19
5158,Aspen PD,Other,42.6493,-84.5262,High,White,12/23/2023 22:17
4846,Aspen PD,General,42.5965,-84.4456,Low,White,12/11/2023 17:56
3364,Aspen PD,General,42.6163,-84.748,High,Black,8/29/2023 5:30
5972,Aspen PD,Training,42.7697,-84.6005,High,Black,11/28/2023 0:17
5275,Aspen PD,Special Focus,42.7055,-84.6621,High,White,6/30/2023 14:32
1371,Aspen PD,General,42.6705,-84.6638,High,Other,3/1/2023 11:46
5606,Aspen PD,Training,42.6233,-84.7412,High,White,3/26/2023 14:45
2139,Aspen PD,General,42.6116,-84.4326,High,White,5/16/2023 21:34
3681,Aspen PD,General,42.6759,-84.6527,High,Hispanic,9/16/2023 8:15
3513,Aspen PD,General,42.6716,-84.6596,High,White,9/4/2023 17:15
4106,Aspen PD,General,42.7821,-84.3874,High,White,10/29/2023 22:54
2608,Aspen PD,General,42.5576,-84.8385,High,White,6/29/2023 21:13
3203,Aspen PD,General,42.7401,-84.6656,High,White,8/16/2023 21:32
3799,Aspen PD,General,42.6593,-84.6668,High,White,9/27/2023 11:52
4135,Aspen PD,General,42.842,-84.5189,High,White,10/30/2023 22:44
2638,Aspen PD,General,42.6779,-84.4807,Low,White,7/4/2023 22:31
4203,Aspen PD,General,42.6821,-84.6797,High,White,11/4/2023 21:05
3966,Aspen PD,General,42.7556,-84.8257,High,White,10/16/2023 15:13
4986,Aspen PD,General,42.7407,-84.6409,High,White,12/23/2023 3:30
5772,Aspen PD,Training,42.9432,-84.8405,High,White,5/3/2023 21:19
254,Aspen PD,Crime Reduction,42.7165,-84.5707,High,Black,5/20/2023 23:25
2291,Aspen PD,General,42.6689,-84.3539,Low,Other,5/31/2023 9:33
3376,Aspen PD,General,42.5737,-84.8228,High,White,9/2/2023 0:35
806,Aspen PD,Crime Reduction,42.6771,-84.4106,Low,White,12/3/2023 15:36
1453,Aspen PD,General,42.6817,-84.66,Low,White,3/12/2023 19:45
2047,Aspen PD,General,42.6003,-84.779,High,White,5/8/2023 11:42
4733,Aspen PD,General,42.5801,-84.8103,High,White,12/3/2023 5:43
1085,Aspen PD,General,42.6774,-84.413,High,Black,1/28/2023 2:18
4839,Aspen PD,General,42.6988,-84.6695,High,White,12/10/2023 23:16
4893,Aspen PD,General,42.6463,-84.6139,High,White,12/13/2023 5:41
425,Aspen PD,Crime Reduction,42.5897,-84.4565,High,White,7/5/2023 2:43
5861,Aspen PD,Training,42.4875,-84.1901,High,White,6/24/2023 19:05
2155,Aspen PD,General,42.626,-84.6223,Low,Black,5/22/2023 15:42
3231,Aspen PD,General,42.7588,-84.5432,High,Black,8/18/2023 20:58
4220,Aspen PD,General,42.6699,-84.5076,High,White,11/7/2023 14:04
4462,Aspen PD,General,42.8573,-84.5426,High,White,11/21/2023 10:03
306,Aspen PD,Crime Reduction,42.7435,-84.484,High,White,6/4/2023 19:12
1266,Aspen PD,General,42.4527,-84.1858,High,White,2/19/2023 0:39
4110,Aspen PD,General,42.7177,-84.3147,High,White,10/28/2023 15:08
5694,Aspen PD,Training,42.6772,-84.4865,High,Black,4/15/2023 1:09
1860,Aspen PD,General,42.6216,-84.6226,Low,Hispanic,4/22/2023 20:43
3300,Aspen PD,General,42.7492,-84.536,High,Black,8/25/2023 19:51
1315,Aspen PD,General,42.6739,-84.6486,Low,White,2/24/2023 6:53
558,Aspen PD,Crime Reduction,42.685,-84.5132,High,Black,8/10/2023 21:27
1414,Aspen PD,General,42.6193,-84.7416,High,Black,3/8/2023 21:45
3683,Aspen PD,General,42.5628,-84.8355,High,White,9/18/2023 22:49
2326,Aspen PD,General,42.5844,-84.8042,High,White,5/31/2023 7:05
5376,Aspen PD,Special Focus,42.7396,-84.6213,High,Hispanic,12/16/2023 15:05
5374,Aspen PD,Special Focus,42.7408,-84.737,High,White,12/8/2023 10:53
1338,Aspen PD,General,42.7845,-84.6707,Low,Black,2/28/2023 19:02
2485,Aspen PD,General,42.7374,-84.4826,High,White,6/17/2023 21:51
4344,Aspen PD,General,42.6919,-84.5822,High,Black,11/16/2023 2:36
1788,Aspen PD,General,42.4964,-84.6571,High,White,4/12/2023 8:45
1565,Aspen PD,General,42.7911,-84.5424,High,White,3/22/2023 4:02
4215,Aspen PD,General,42.7951,-84.6874,High,White,11/5/2023 19:14
4538,Aspen PD,General,42.7415,-84.6351,High,Black,11/24/2023 21:13
5784,Aspen PD,Training,42.6939,-84.6624,High,White,5/17/2023 15:41
